case_id,center,class_id,complete_trimodal,component_count,dice,empty_prediction,gt_positive,gt_volume_mm3,hd95,modality_group,no_t2_edema_predicted_voxels,pathology,precision,pred_volume_mm3,prediction_positive,recall,remote_fp_volume_mm3,seed,source_prefix,variant,volume_ratio
Case1021,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1021,CenterA,5,0,1,0.4705495228693649,0,1,29709.635178720408,24.957784314299275,LGE-only,0,scar,0.5616653574234093,21415.835550685777,1,0.40486976217440546,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,0.7208380520951302
Case1029,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1029,CenterA,5,0,7,0.18489289740698986,0,1,5159.259845473123,54.46334060363255,LGE-only,0,scar,0.103863204559848,41776.77587693365,1,0.841025641025641,88.19247599099356,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,8.097435897435897
Case1033,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1033,CenterA,5,0,6,0.6375795590812655,0,1,35991.34945192447,5.0,LGE-only,0,scar,0.5112426035502958,59618.113769911644,1,0.8468512619456016,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,1.6564567507963734
Case1045,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1045,CenterA,5,0,10,0.09332872450743174,0,1,40984.048370752644,55.89431646491014,LGE-only,0,scar,0.09608540925266904,38697.97578017975,1,0.0907258064516129,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,0.9442204301075269
Case1047,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1047,CenterA,5,0,3,0.536158452326117,0,1,70019.66121200379,16.649994024721828,LGE-only,0,scar,0.7010358949650687,43354.95430952085,1,0.43406921241050117,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,0.6191825775656324
Case1053,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
Case1053,CenterA,5,0,8,0.43272425249169433,0,1,33356.93359375,53.05605820733387,LGE-only,0,scar,0.38393515106853354,43068.84765625,1,0.49571836346336823,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,1.291151284490961
Case1062,CenterA,4,0,0,,1,0,0.0,0.0,LGE-only,0,edema,,0.0,0,,0.0,20260724,screen_student_direct_reliable_seed20260724_epoch225_d37dd23c,student_direct_reliable,
