variant,case_id,center,modality_group,t2_present,class_id,metric_name,dice,hd,hd95,component_count,small_fp_count,remote_fp_count,pred_gt_volume_ratio,pred_empty,gt_empty,invalid_label_values
srr_v2_multiscale_private_proposal,Case1002,CenterA,LGE-only,False,4,myops_edema,0.0,,,1,1,1,inf,False,True,
srr_v2_multiscale_private_proposal,Case1002,CenterA,LGE-only,False,5,myops_scar,0.21958568738229756,154.84104745580632,131.74515438302367,27,10,21,1.5751697381183316,False,False,
srr_v2_multiscale_private_proposal,Case1007,CenterA,LGE-only,False,4,myops_edema,1.0,0.0,0.0,0,0,0,,True,True,
srr_v2_multiscale_private_proposal,Case1007,CenterA,LGE-only,False,5,myops_scar,0.3406388206388206,143.63794020496115,105.09081531229917,35,21,25,3.0554005579912316,False,False,
srr_v2_multiscale_private_proposal,Case1009,CenterA,LGE-only,False,4,myops_edema,1.0,0.0,0.0,0,0,0,,True,True,
srr_v2_multiscale_private_proposal,Case1009,CenterA,LGE-only,False,5,myops_scar,0.363615428900403,110.49378766621284,90.86752126635491,18,7,9,1.1234718826405867,False,False,
srr_v2_multiscale_private_proposal,Case1010,CenterA,LGE-only,False,4,myops_edema,0.0,,,1,1,1,inf,False,True,
srr_v2_multiscale_private_proposal,Case1010,CenterA,LGE-only,False,5,myops_scar,0.19971942354291544,157.76998421886222,126.74417578568203,40,21,24,2.897117296222664,False,False,
srr_v2_multiscale_private_proposal,Case1021,CenterA,LGE-only,False,4,myops_edema,0.0,,,4,4,4,inf,False,True,
srr_v2_multiscale_private_proposal,Case1021,CenterA,LGE-only,False,5,myops_scar,0.19279128248113997,175.89651619395931,142.3354749314361,28,13,21,2.3776896942242356,False,False,
srr_v2_multiscale_private_proposal,Case1023,CenterA,LGE-only,False,4,myops_edema,0.0,,,1,1,1,inf,False,True,
srr_v2_multiscale_private_proposal,Case1023,CenterA,LGE-only,False,5,myops_scar,0.14774486255671204,183.00073233419442,148.98795725016043,30,16,21,6.871848739495798,False,False,
srr_v2_multiscale_private_proposal,Case1029,CenterA,LGE-only,False,4,myops_edema,1.0,0.0,0.0,0,0,0,,True,True,
srr_v2_multiscale_private_proposal,Case1029,CenterA,LGE-only,False,5,myops_scar,0.04495223824686271,152.19224045027866,126.62060544637676,48,30,43,26.379487179487178,False,False,
srr_v2_multiscale_private_proposal,Case1033,CenterA,LGE-only,False,4,myops_edema,0.0,,,8,7,8,inf,False,True,
srr_v2_multiscale_private_proposal,Case1033,CenterA,LGE-only,False,5,myops_scar,0.29037000735113944,162.7415061073208,67.76411174805553,29,18,18,1.0,False,False,
srr_v2_multiscale_private_proposal,Case1040,CenterA,LGE-only,False,4,myops_edema,0.0,,,2,1,2,inf,False,True,
srr_v2_multiscale_private_proposal,Case1040,CenterA,LGE-only,False,5,myops_scar,0.19099141479477832,128.23920321114065,113.78692992966984,40,24,24,2.9292975970425137,False,False,
srr_v2_multiscale_private_proposal,Case1042,CenterA,LGE-only,False,4,myops_edema,1.0,0.0,0.0,0,0,0,,True,True,
srr_v2_multiscale_private_proposal,Case1042,CenterA,LGE-only,False,5,myops_scar,0.3463018383924754,97.63369551004426,44.819305421680696,23,14,5,1.5816777041942605,False,False,
srr_v2_multiscale_private_proposal,Case1045,CenterA,LGE-only,False,4,myops_edema,1.0,0.0,0.0,0,0,0,,True,True,
srr_v2_multiscale_private_proposal,Case1045,CenterA,LGE-only,False,5,myops_scar,0.05373880441574672,163.74613017226284,41.90977800114949,27,20,6,2.226478494623656,False,False,
