candidate_id,variant,memory_source,case_count,component_count,class_id,safety_type,replay_safe_components,loaded_case_count,loaded_component_count,note,runtime_root,source_path
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_no_t2_true_background_safe,450,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_far_from_gt_anatomy_negative,131,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_remote_fp_safe,980,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_anatomy_adjacent_negative,56,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_blood_pool_negative,146,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_myocardium_or_edema_negative,46,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_lesion_proposal_memory,m9_srr_main_lesion_proposal_memory,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_remote_fp_safe,3919,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_lesion_proposal_memory/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_no_t2_true_background_safe,450,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_far_from_gt_anatomy_negative,131,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_remote_fp_safe,980,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_anatomy_adjacent_negative,56,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_blood_pool_negative,146,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_myocardium_or_edema_negative,46,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_t2_edema_recall_focus,m9_srr_main_t2_edema_recall_focus,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_remote_fp_safe,3919,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_t2_edema_recall_focus/hardneg_memory.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_no_t2_true_background_safe,450,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/hardneg_memory.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_far_from_gt_anatomy_negative,131,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/hardneg_memory.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,4,edema_t2_remote_fp_safe,980,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/hardneg_memory.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_anatomy_adjacent_negative,56,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/hardneg_memory.csv
m9_srr_main_true_br2_pattern_sip,m9_srr_main_true_br2_pattern_sip,/users/a/e/aereinh/CARE/results/20260629_proposal_memory_hardneg/mined_components.csv,,,5,scar_blood_pool_negative,146,44,5728,no-T2 myocardium/scar unsafe edema entries remain excluded by replay_safe filter,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/runtime_htzhulab_mirror/variants/m9_srr_main_true_br2_pattern_sip/hardneg_memory.csv
