variant,step,task,expert_index,mean_weight,batch_cases
multiscale_dictionary,1,anatomy,0,0.36431968212127686,"Case2022,Case3043"
multiscale_dictionary,1,anatomy,1,0.3432796001434326,"Case2022,Case3043"
multiscale_dictionary,1,anatomy,2,0.2924007177352905,"Case2022,Case3043"
multiscale_dictionary,1,anatomy,3,0.0,"Case2022,Case3043"
multiscale_dictionary,1,scar,0,0.3859984278678894,"Case2022,Case3043"
multiscale_dictionary,1,scar,1,0.3384239077568054,"Case2022,Case3043"
multiscale_dictionary,1,scar,2,0.11687630414962769,"Case2022,Case3043"
multiscale_dictionary,1,scar,3,0.1587013304233551,"Case2022,Case3043"
multiscale_dictionary,1,edema,0,0.29255175590515137,"Case2022,Case3043"
multiscale_dictionary,1,edema,1,0.30959147214889526,"Case2022,Case3043"
multiscale_dictionary,1,edema,2,0.272052526473999,"Case2022,Case3043"
multiscale_dictionary,1,edema,3,0.12580426037311554,"Case2022,Case3043"
multiscale_dictionary,1,anatomy_context,0,0.35716956853866577,"Case2022,Case3043"
multiscale_dictionary,1,anatomy_context,1,0.30249300599098206,"Case2022,Case3043"
multiscale_dictionary,1,anatomy_context,2,0.1863373965024948,"Case2022,Case3043"
multiscale_dictionary,1,anatomy_context,3,0.15400005877017975,"Case2022,Case3043"
multiscale_dictionary,1,scar_context,0,0.3374100923538208,"Case2022,Case3043"
multiscale_dictionary,1,scar_context,1,0.16095760464668274,"Case2022,Case3043"
multiscale_dictionary,1,scar_context,2,0.33417487144470215,"Case2022,Case3043"
multiscale_dictionary,1,scar_context,3,0.16745750606060028,"Case2022,Case3043"
multiscale_dictionary,1,edema_context,0,0.37544357776641846,"Case2022,Case3043"
multiscale_dictionary,1,edema_context,1,0.3745638132095337,"Case2022,Case3043"
multiscale_dictionary,1,edema_context,2,0.11294876784086227,"Case2022,Case3043"
multiscale_dictionary,1,edema_context,3,0.13704384863376617,"Case2022,Case3043"
multiscale_dictionary,500,anatomy,0,0.044610291719436646,"Case3027,Case2030"
multiscale_dictionary,500,anatomy,1,0.18839293718338013,"Case3027,Case2030"
multiscale_dictionary,500,anatomy,2,0.15566161274909973,"Case3027,Case2030"
multiscale_dictionary,500,anatomy,3,0.6113351583480835,"Case3027,Case2030"
multiscale_dictionary,500,scar,0,0.6007707118988037,"Case3027,Case2030"
multiscale_dictionary,500,scar,1,0.09517720341682434,"Case3027,Case2030"
multiscale_dictionary,500,scar,2,0.06103810295462608,"Case3027,Case2030"
multiscale_dictionary,500,scar,3,0.24301396310329437,"Case3027,Case2030"
multiscale_dictionary,500,edema,0,0.24019122123718262,"Case3027,Case2030"
multiscale_dictionary,500,edema,1,0.1865949034690857,"Case3027,Case2030"
multiscale_dictionary,500,edema,2,0.46502450108528137,"Case3027,Case2030"
multiscale_dictionary,500,edema,3,0.1081894040107727,"Case3027,Case2030"
multiscale_dictionary,500,anatomy_context,0,0.06479755789041519,"Case3027,Case2030"
multiscale_dictionary,500,anatomy_context,1,0.0,"Case3027,Case2030"
multiscale_dictionary,500,anatomy_context,2,0.6747745275497437,"Case3027,Case2030"
multiscale_dictionary,500,anatomy_context,3,0.26042792201042175,"Case3027,Case2030"
multiscale_dictionary,500,scar_context,0,0.27975770831108093,"Case3027,Case2030"
multiscale_dictionary,500,scar_context,1,0.5346817374229431,"Case3027,Case2030"
multiscale_dictionary,500,scar_context,2,0.14709487557411194,"Case3027,Case2030"
multiscale_dictionary,500,scar_context,3,0.038465678691864014,"Case3027,Case2030"
multiscale_dictionary,500,edema_context,0,0.3927473723888397,"Case3027,Case2030"
multiscale_dictionary,500,edema_context,1,0.22625261545181274,"Case3027,Case2030"
multiscale_dictionary,500,edema_context,2,0.1843729317188263,"Case3027,Case2030"
multiscale_dictionary,500,edema_context,3,0.19662705063819885,"Case3027,Case2030"
multiscale_dictionary,1000,anatomy,0,0.0216741431504488,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy,1,0.3469749391078949,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy,2,0.09279290586709976,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy,3,0.5385580062866211,"Case7001,Case2022"
multiscale_dictionary,1000,scar,0,0.780644416809082,"Case7001,Case2022"
multiscale_dictionary,1000,scar,1,0.12354542315006256,"Case7001,Case2022"
multiscale_dictionary,1000,scar,2,0.017141539603471756,"Case7001,Case2022"
multiscale_dictionary,1000,scar,3,0.07866856455802917,"Case7001,Case2022"
multiscale_dictionary,1000,edema,0,0.4349145293235779,"Case7001,Case2022"
multiscale_dictionary,1000,edema,1,0.228286474943161,"Case7001,Case2022"
multiscale_dictionary,1000,edema,2,0.272335410118103,"Case7001,Case2022"
multiscale_dictionary,1000,edema,3,0.06446363031864166,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy_context,0,0.12800297141075134,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy_context,1,0.42082178592681885,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy_context,2,0.21569812297821045,"Case7001,Case2022"
multiscale_dictionary,1000,anatomy_context,3,0.23547714948654175,"Case7001,Case2022"
multiscale_dictionary,1000,scar_context,0,0.7537233829498291,"Case7001,Case2022"
multiscale_dictionary,1000,scar_context,1,0.14404863119125366,"Case7001,Case2022"
multiscale_dictionary,1000,scar_context,2,0.0,"Case7001,Case2022"
multiscale_dictionary,1000,scar_context,3,0.10222797095775604,"Case7001,Case2022"
multiscale_dictionary,1000,edema_context,0,0.338238388299942,"Case7001,Case2022"
multiscale_dictionary,1000,edema_context,1,0.4723479747772217,"Case7001,Case2022"
multiscale_dictionary,1000,edema_context,2,0.0,"Case7001,Case2022"
multiscale_dictionary,1000,edema_context,3,0.1894136220216751,"Case7001,Case2022"
multiscale_dictionary,1500,anatomy,0,0.035296469926834106,"Case2026,Case3032"
multiscale_dictionary,1500,anatomy,1,0.32006627321243286,"Case2026,Case3032"
multiscale_dictionary,1500,anatomy,2,0.20144784450531006,"Case2026,Case3032"
multiscale_dictionary,1500,anatomy,3,0.4431893825531006,"Case2026,Case3032"
